ID,Name,Age,Overall,Club,Value,Wage,Preferred Foot,Height,Weight
125132,B. Körk,38,65,Akhisar Belediyespor,€40K,€2K,Right,6'2,161lbs
232909,S. Takahashi,28,65,Vissel Kobe,€425K,€2K,Right,5'7,150lbs
243661,A. Vallci,22,65,FC Wacker Innsbruck,€575K,€3K,Left,6'3,181lbs
214222,L. Giovini,36,65,Unión La Calera,€70K,€1K,Right,6'3,161lbs
216014,E. Flores,26,65,CD Universidad de Concepción,€450K,€1K,Left,5'10,181lbs
216270,G. Honeyman,23,65,Sunderland,€750K,€3K,Right,5'8,159lbs
203215,A. Cairns,25,65,Fleetwood Town,€525K,€2K,Left,6'0,159lbs
212431,Kim Nam Chun,29,65,FC Seoul,€475K,€2K,Right,6'0,172lbs
212687,L. Solignac,27,65,Chicago Fire,€575K,€3K,Right,6'0,172lbs
221647,Kim Yong Hwan,25,65,Incheon United FC,€575K,€2K,Right,5'9,150lbs
226767,N. Kuipers,25,65,ADO Den Haag,€575K,€2K,Right,6'3,205lbs
236751,A. Hopmark,26,65,Kristiansund BK,€550K,€1K,Right,6'4,194lbs
221648,Y. Barnawi,24,65,Al Qadisiyah,€575K,€4K,Right,5'10,161lbs
209873,K. Moleko,28,65,Kaizer Chiefs,€425K,€1K,Right,5'11,168lbs
216273,J. Kauko,27,65,Esbjerg fB,€550K,€3K,Right,6'2,187lbs
223441,O. Sidibé,33,65,AS Béziers,€220K,€2K,Right,5'10,168lbs
229073,J. Dacres-Cogley,22,65,Birmingham City,€700K,€6K,Right,5'9,150lbs
235729,D. Bates,21,65,Hamburger SV,€775K,€3K,Right,6'3,183lbs
189905,M. Budziński,27,65,Cracovia,€450K,€2K,Right,6'0,176lbs
199890,N. Lavanchy,24,65,Grasshopper Club Zürich,€600K,€3K,Right,5'9,161lbs
214482,F. Rodríguez,32,65,Atlético Bucaramanga,€300K,€1K,Left,5'9,148lbs
232658,D. Doekhi,20,65,Vitesse,€775K,€3K,Right,6'3,176lbs
233170,S. Fujita,31,65,Shonan Bellmare,€475K,€1K,Right,5'9,154lbs
234706,B. Mason,20,65,Coventry City,€800K,€2K,Left,5'8,154lbs
237522,Jorge Cuenca,18,65,FC Barcelona,€850K,€11K,Left,6'2,168lbs
244946,I. Ramírez,23,65,Godoy Cruz,€625K,€3K,Right,5'10,154lbs
122066,R. König,35,65,FSV Zwickau,€250K,€1K,Left,6'3,205lbs
198355,S. Clark,32,65,Portland Timbers,€300K,€2K,Right,6'2,192lbs
231123,Adri Castellano,24,65,Granada CF,€650K,€2K,Left,5'11,161lbs
199636,M. Guezoui,29,65,Valenciennes FC,€550K,€2K,Right,6'2,176lbs
208852,K. Morris,24,65,Walsall,€700K,€2K,Left,5'10,157lbs
213204,S. Lundholm,24,65,IK Sirius,€725K,€1K,Left,5'11,165lbs
219860,G. Perea,26,65,Once Caldas,€550K,€1K,Right,5'10,161lbs
232916,K. Ogawa,25,65,Shonan Bellmare,€650K,€2K,Right,5'7,143lbs
244948,C. Benavídez,20,65,Independiente,€775K,€3K,Right,6'1,170lbs
200917,M. Erb,28,65,KFC Uerdingen 05,€500K,€2K,Right,6'0,163lbs
214485,J. Rodríguez,25,65,Once Caldas,€675K,€1K,Left,5'11,154lbs
223445,B. Youssouf,24,65,AJ Auxerre,€600K,€2K,Right,5'9,157lbs
224981,Grego Sierra,25,65,CD Numancia,€700K,€3K,Left,6'1,179lbs
229845,J. Sabbatini,30,65,FC Lugano,€500K,€2K,Right,5'9,157lbs
235989,N. Briasco,22,65,Club Atlético Huracán,€875K,€4K,Right,5'10,181lbs
238805,F. Hansch,22,65,SV Sandhausen,€750K,€2K,Right,5'9,141lbs
204502,M. Ingram,24,65,Queens Park Rangers,€600K,€2K,Left,6'3,181lbs
210646,A. Ibsen Rømer,24,65,Randers FC,€700K,€3K,Right,6'1,163lbs
215766,L. Filippini,22,65,Lazio,€600K,€8K,Left,6'0,170lbs
234198,D. Dankerlui,21,65,Willem II,€675K,€2K,Right,5'8,157lbs
235990,Markel Areitio,21,65,SD Eibar,€775K,€3K,Right,5'11,152lbs
226775,J. Chapman,24,65,Toronto FC,€700K,€2K,Right,6'0,157lbs
235735,E. Ampadu,17,65,Chelsea,€1.1M,€8K,Right,6'0,159lbs
236247,H. Kane,19,65,Doncaster Rovers,€825K,€10K,Right,5'10,148lbs
240343,L. Fiordilino,21,65,Palermo,€875K,€1K,Right,5'10,150lbs
206040,B. Verboom,26,65,SV Zulte-Waregem,€525K,€4K,Left,5'10,163lbs
211928,D. Gape,23,65,Wycombe Wanderers,€725K,€2K,Right,5'9,154lbs
221656,E. Miller,25,65,Minnesota United FC,€575K,€2K,Right,6'0,174lbs
237784,Y. Maruhashi,27,65,Cerezo Osaka,€450K,€2K,Left,5'10,161lbs
181976,Yang Zhi,35,65,Beijing Sinobo Guoan FC,€130K,€2K,Right,6'1,174lbs
183768,P. Larsen,29,65,SK Brann,€525K,€2K,Right,6'0,176lbs
209625,L. Verna,25,65,Cosenza,€700K,€1K,Right,5'11,172lbs
214745,F. Silva,35,65,Curicó Unido,€130K,€1K,Right,6'0,163lbs
222937,B. Close,21,65,Portsmouth,€925K,€3K,Right,5'9,165lbs
235225,Pité,23,65,CD Tondela,€650K,€1K,Left,6'2,172lbs
190937,Q. Amarikwa,30,65,Montreal Impact,€525K,€3K,Right,5'9,179lbs
171994,Marquitos,31,65,Miedź Legnica,€475K,€1K,Left,5'10,161lbs
216795,C. Long,23,65,Fleetwood Town,€775K,€3K,Right,5'11,170lbs
20699,K. Bakırcıoğlu,37,65,Hammarby IF,€170K,€1K,Right,5'11,170lbs
220123,F. Mendy,24,65,Red Star FC,€625K,€2K,Right,6'1,176lbs
202204,K. Haraldseid,24,65,FK Haugesund,€575K,€1K,Right,5'11,163lbs
207580,J. Blomberg,31,65,Colorado Rapids,€475K,€2K,Right,5'10,141lbs
214492,Y. Mena,28,65,Itagüí Leones FC,€550K,€1K,Left,5'7,157lbs
216540,W. Eskelinen,21,65,GIF Sundsvall,€775K,€1K,Right,6'3,185lbs
222172,Fan Yunlong,29,65,Guizhou Hengfeng FC,€525K,€4K,Right,5'11,165lbs
232156,M. Honsak,21,65,Holstein Kiel,€800K,€6K,Left,6'2,172lbs
181468,D. Bouzanis,27,65,PEC Zwolle,€375K,€3K,Right,6'1,185lbs
196316,B. Maubleu,28,65,Grenoble Foot 38,€450K,€2K,Right,6'4,183lbs
200925,T. Rühle,27,65,SC Preußen Münster,€575K,€2K,Right,5'10,174lbs
226781,K. Shelton,25,65,Sporting Kansas City,€725K,€2K,Right,6'3,185lbs
236509,Diego Parras,22,65,UD Las Palmas,€675K,€2K,Right,5'10,154lbs
186845,L. Di Matteo,30,65,Lecce,€400K,€1K,Left,5'11,163lbs
188381,J. Dalé,32,65,AS Nancy Lorraine,€425K,€2K,Right,6'1,179lbs
200670,M. Hernandez,26,65,FC Dallas,€550K,€2K,Left,6'0,154lbs
213982,C. Mancilla,25,65,Envigado FC,€625K,€1K,Right,6'0,159lbs
222430,F. Viáfara,26,65,Rionegro Águilas,€525K,€1K,Right,5'6,143lbs
228318,H. Chapman,20,65,Middlesbrough,€1.2M,€11K,Right,5'8,154lbs
239838,M. Antonucci,19,65,Pescara,€1.2M,€7K,Right,5'11,154lbs
193246,L. Neagle,31,65,Seattle Sounders FC,€475K,€2K,Right,5'11,165lbs
225759,B. Kamau,23,65,Western Sydney Wanderers,€725K,€3K,Right,5'9,148lbs
232671,L. Putaro,21,65,Eintracht Braunschweig,€775K,€3K,Left,6'2,170lbs
241887,C. Giousis,19,65,AEK Athens,€1.2M,€1K,Left,5'9,146lbs
178143,E. Birniçan,29,65,Kasimpaşa SK,€375K,€3K,Right,6'2,196lbs
244703,I. Akdağ,26,65,BB Erzurumspor,€525K,€4K,Right,5'10,165lbs
202464,J. Clark,24,65,Accrington Stanley,€675K,€2K,Right,6'0,161lbs
216288,S. Mrowca,24,65,SV Wehen Wiesbaden,€575K,€2K,Right,5'10,174lbs
230624,U. Nayir,25,65,Bursaspor,€725K,€11K,Right,6'3,165lbs
217313,J. Caenepeel,21,65,Excelsior,€775K,€2K,Right,5'9,152lbs
220385,Iván Márquez,24,65,Korona Kielce,€625K,€1K,Right,6'3,176lbs
226785,N. Besler,25,65,Real Salt Lake,€600K,€2K,Right,6'1,165lbs
237538,F. Rogic,25,65,Örebro SK,€675K,€2K,Right,5'11,170lbs
238562,P. Hoffmann,26,65,SC Preußen Münster,€625K,€2K,Right,6'1,168lbs
213987,E. Córdoba,24,65,Atlético Huila,€600K,€1K,Right,5'9,159lbs
222435,Zhao Yuhao,25,65,Hebei China Fortune FC,€625K,€4K,Right,5'11,174lbs
236515,Álvaro,20,65,Extremadura UD,€775K,€7K,Left,6'2,165lbs
236772,D. Szoboszlai,17,65,FC Red Bull Salzburg,€1.1M,€4K,Right,6'1,154lbs
238820,Q. Maceiras,22,65,FC Sion,€700K,€6K,Right,5'11,165lbs
240100,T. Augello,23,65,Spezia,€625K,€1K,Left,5'11,154lbs
245732,A. Kampetsis,19,65,Panathinaikos FC,€900K,€1K,Right,6'1,170lbs
193252,T. Schrammel,30,65,SK Sturm Graz,€400K,€5K,Left,5'9,165lbs
208869,D. Poleon,24,65,Crawley Town,€725K,€3K,Right,5'9,181lbs
212709,T. Kemp,27,65,DC United,€450K,€2K,Left,5'11,152lbs
213221,D. Diagné,23,65,KAS Eupen,€625K,€3K,Right,5'9,137lbs
229349,J. Thorniley,21,65,Sheffield Wednesday,€850K,€5K,Left,5'11,141lbs
245733,H. Weydandt,22,65,Hannover 96,€775K,€8K,Right,6'5,207lbs
211174,F. Sporkslede,24,65,NAC Breda,€575K,€2K,Right,5'10,152lbs
224230,A. Díaz,22,65,Club Atlas,€775K,€13K,Right,5'9,159lbs
243942,I. Zotko,21,65,Elche CF,€775K,€1K,Right,6'2,172lbs
202727,J. Mendes,27,65,AC Ajaccio,€625K,€2K,Right,6'1,176lbs
225511,C. Trueman,22,65,Birmingham City,€675K,€4K,Right,6'1,165lbs
228327,F. Azemi,26,65,Sandefjord Fotball,€675K,€2K,Right,6'1,179lbs
205288,Fernando,28,65,UD Almería,€475K,€2K,Right,6'1,174lbs
230888,A. O'Neill,19,65,Central Coast Mariners,€925K,€6K,Right,5'10,154lbs
237032,Javi Jiménez,21,65,Valencia CF,€700K,€5K,Right,6'0,163lbs
240872,M. Dube,25,65,Orlando Pirates,€550K,€1K,Right,5'6,154lbs
241128,J. Mejías,20,65,Gimnàstic de Tarragona,€925K,€5K,Right,6'1,161lbs
244968,C. Ohene,24,65,Ohod Club,€575K,€4K,Right,5'7,163lbs
138729,K. Risgård,35,65,Aalborg BK,€230K,€3K,Right,6'0,174lbs
213993,F. Forte,25,65,Waasland-Beveren,€700K,€4K,Left,6'2,165lbs
222697,Han Seok Jong,25,65,Incheon United FC,€650K,€2K,Right,6'1,172lbs
214762,N. Avellaneda,25,65,Defensa y Justicia,€525K,€3K,Right,6'3,183lbs
222698,Park Dae Han,27,65,Sangju Sangmu FC,€450K,€2K,Right,5'9,154lbs
243946,A. Erceg,28,65,Brøndby IF,€550K,€8K,Right,5'11,168lbs
232171,M. Vázquez,25,65,La Equidad,€700K,€1K,Left,5'9,157lbs
193771,A. Wildig,26,65,Morecambe,€625K,€3K,Right,5'9,161lbs
210156,O. Abdulaziz,34,65,Al Faisaly,€160K,€6K,Right,5'8,141lbs
220140,F. Kent,22,65,Colchester United,€750K,€3K,Right,6'2,168lbs
193260,M. Pink,27,65,SK Sturm Graz,€625K,€6K,Right,6'2,192lbs
177389,F. Morais,32,65,Crawley Town,€400K,€3K,Right,5'9,183lbs
204782,S. Yesil,24,65,KFC Uerdingen 05,€725K,€2K,Right,5'11,159lbs
211438,M. Bürki,24,65,SV Zulte-Waregem,€600K,€3K,Left,5'11,174lbs
214510,L. Mosquera,29,65,Rionegro Águilas,€400K,€1K,Left,5'9,150lbs
220654,J. Horsfield,22,65,Scunthorpe United,€675K,€3K,Right,5'11,163lbs
231406,K. Edwards,20,65,West Bromwich Albion,€975K,€6K,Right,5'8,141lbs
232174,O. Hawkins,26,65,Portsmouth,€675K,€4K,Right,6'6,203lbs
51694,H. Opdal,36,65,IK Start,€70K,€1K,Right,6'2,203lbs
215279,T. Albutat,25,65,MSV Duisburg,€600K,€2K,Right,6'0,174lbs
216303,H. Cid,26,65,Tiburones Rojos de Veracruz,€625K,€2K,Right,5'11,157lbs
238319,T. Edwards,19,65,Stoke City,€1M,€4K,Right,5'9,168lbs
245231,B. Arce,19,65,Extremadura UD,€800K,€5K,Right,5'10,146lbs
183023,Sui Donglu,35,65,Chongqing Dangdai Lifan FC SWM Team,€130K,€2K,Right,6'4,194lbs
229872,A. Palacios,26,65,Deportivo Pasto,€450K,€1K,Right,5'8,152lbs
226033,E. Käck,28,65,IK Start,€425K,€1K,Left,5'8,150lbs
228593,V. Sierro,22,65,FC St. Gallen,€825K,€5K,Right,6'1,165lbs
202482,A. Rodman,31,65,Bristol Rovers,€475K,€3K,Right,6'2,176lbs
208370,E. Zenga,25,65,SV Sandhausen,€675K,€2K,Right,5'11,168lbs
187634,R. Ruiz,32,65,Deportivo Toluca,€300K,€6K,Right,5'9,159lbs
204787,C. McHugh,25,65,Motherwell,€550K,€2K,Left,6'0,187lbs
229875,Ferrán Giner,30,65,RCD Mallorca,€500K,€3K,Left,5'9,152lbs
187379,F. Ponce,30,65,Boyacá Chicó FC,€500K,€1K,Right,5'10,148lbs
189171,A. Chicksen,26,65,Bradford City,€525K,€3K,Left,5'8,163lbs
194035,N. Miatke,28,65,FSV Zwickau,€550K,€1K,Left,5'10,168lbs
215540,G. Rólantsson Sørensen,25,65,SK Brann,€650K,€2K,Right,6'2,181lbs
223732,A. Damen,28,65,Excelsior,€450K,€2K,Right,6'1,183lbs
235252,A. Arroyo,24,65,Santa Clara,€725K,€2K,Right,6'0,181lbs
238580,I. Voca,21,65,FC Luzern,€850K,€3K,Right,5'11,163lbs
241140,Fran Manzanara,21,65,Levante UD,€775K,€4K,Right,6'0,159lbs
245748,S. Lawson,23,65,Livingston FC,€625K,€2K,Right,5'10,170lbs
193268,A. Gerbo,28,65,Foggia,€550K,€1K,Right,5'10,154lbs
208885,A. N'Diaye,27,65,Clermont Foot 63,€575K,€2K,Right,5'10,148lbs
234229,R. McCrorie,20,65,Rangers FC,€1.1M,€8K,Right,6'1,154lbs
169461,M. O'Connor,30,65,Lincoln City,€500K,€5K,Right,5'11,174lbs
170229,L. Prosser,30,65,Colchester United,€400K,€4K,Left,6'3,174lbs
239093,J. Clauss,25,65,DSC Arminia Bielefeld,€550K,€4K,Right,6'1,159lbs
186869,G. Cummins,30,65,Cork City,€525K,€1K,Right,5'10,165lbs
198134,F. Olijve,29,65,De Graafschap,€525K,€3K,Right,5'9,161lbs
206070,Maicon,25,65,Livorno,€650K,€1K,Right,6'0,157lbs
221686,C. Mosca,27,65,San Martín de San Juan,€550K,€4K,Left,5'11,163lbs
225014,G. Castrovilli,21,65,US Cremonese,€1.2M,€9K,Right,5'10,159lbs
232438,G. Nepomuceno,25,65,Oldham Athletic,€650K,€4K,Left,5'9,170lbs
239350,S. Dembele,21,65,Peterborough United,€875K,€3K,Right,5'8,148lbs
180726,M. McKay,35,65,Brisbane Roar,€130K,€1K,Left,5'7,143lbs
190454,S. Ringstad,26,65,Sandefjord Fotball,€525K,€1K,Left,6'2,176lbs
193014,C. Evina,26,65,Notts County,€450K,€5K,Left,5'11,176lbs
238839,L. Wing,23,65,Middlesbrough,€750K,€11K,Right,5'11,165lbs
201208,D. Henry,25,65,Vancouver Whitecaps FC,€600K,€2K,Right,6'2,181lbs
223224,M. Jakoliš,21,65,FC Admira Wacker Mödling,€775K,€3K,Right,6'0,170lbs
225016,G. Di Noia,23,65,Carpi,€725K,€4K,Left,5'11,159lbs
205049,N. Ansell,24,65,Melbourne Victory,€625K,€2K,Right,6'1,183lbs
220665,G. Wüthrich,23,65,BSC Young Boys,€650K,€4K,Right,6'4,194lbs
223993,M. Osei Kwadwo,23,65,1. FC Magdeburg,€800K,€4K,Right,5'7,150lbs
225529,Nathan,23,65,Grasshopper Club Zürich,€650K,€3K,Right,6'2,172lbs
190457,K. Tokstad,26,65,Strømsgodset IF,€575K,€1K,Right,6'1,185lbs
208122,V. Agardius,28,65,Kalmar FF,€500K,€1K,Left,5'11,172lbs
226810,A. Sandona,25,65,Patronato,€600K,€4K,Right,6'0,172lbs
230906,K. Osorio,24,65,Patriotas Boyacá FC,€700K,€1K,Right,6'0,168lbs
235514,S. Al Rubaie,24,65,Ettifaq FC,€625K,€6K,Right,6'2,176lbs
225531,D. Van den Buijs,22,65,Heracles Almelo,€625K,€2K,Left,6'2,172lbs
237563,A. Badji,20,65,Djurgårdens IF,€950K,€2K,Right,6'2,165lbs
239611,M. Eisa,23,65,Bristol City,€775K,€10K,Right,6'0,154lbs
240891,N. Sessa,22,65,VfR Aalen,€750K,€1K,Left,5'7,150lbs
244987,M. Álvarez,29,65,Independiente,€450K,€4K,Left,6'1,185lbs
189691,D. Ball,28,65,Bradford City,€550K,€9K,Right,6'0,165lbs
201212,A. Thompson,25,65,Bury,€575K,€4K,Right,6'0,172lbs
206332,G. Morrissey,26,65,Cork City,€525K,€1K,Right,6'0,179lbs
212732,D. Remick,27,65,Houston Dynamo,€500K,€2K,Left,6'1,165lbs
219900,J. Dall'Oglio,26,65,Brescia,€625K,€1K,Right,6'0,170lbs
199165,Yang Jun A,29,65,Jeonnam Dragons,€425K,€2K,Left,6'2,179lbs
200701,G. Beretta,26,65,Ascoli,€650K,€1K,Right,6'1,183lbs
212477,J. Córdoba,30,65,Itagüí Leones FC,€400K,€1K,Right,5'9,187lbs
163581,T. Craig,33,65,Bristol Rovers,€220K,€3K,Left,6'1,174lbs
232445,S. Monaco,25,65,Perugia,€525K,€1K,Right,6'4,183lbs
238589,M. Rahn,28,65,VfL Sportfreunde Lotte,€500K,€1K,Right,6'5,203lbs
209662,M. Rosheuvel,27,65,NAC Breda,€575K,€3K,Right,5'9,176lbs
217086,C. Amissi,28,65,Al Taawoun,€525K,€6K,Right,5'8,154lbs
230654,Júnior Tavares,21,65,Sampdoria,€725K,€5K,Left,5'10,152lbs
242686,M. Breij,21,65,FC Groningen,€800K,€2K,Right,5'11,159lbs
224255,C. Vergara,24,65,Club Deportes Temuco,€625K,€1K,Right,5'9,154lbs
232447,Y. Rokutan,31,65,Shimizu S-Pulse,€325K,€1K,Right,6'2,176lbs
176383,T. Danneberg,32,65,VfL Osnabrück,€400K,€1K,Right,6'2,161lbs
212736,B. Kwiecień,24,64,Jagiellonia Białystok,€525K,€2K,Right,6'1,176lbs
233216,P. Tietz,20,64,FC Carl Zeiss Jena,€650K,€3K,Right,6'3,179lbs
176384,M. Gostomski,29,64,Cracovia,€300K,€1K,Right,6'5,198lbs
190720,T. Ricketts,30,64,Toronto FC,€425K,€2K,Right,6'0,170lbs
212481,R. Klingenburg,24,64,SC Preußen Münster,€575K,€1K,Right,6'2,183lbs
212737,A. Hoole,24,64,Central Coast Mariners,€550K,€1K,Right,5'10,165lbs
230145,A. Piu,21,64,Carpi,€775K,€3K,Right,6'1,170lbs
238593,M. Heyer,23,64,Hallescher FC,€525K,€1K,Right,6'0,168lbs
176897,Y. Opazo,33,64,Curicó Unido,€170K,€1K,Right,5'9,161lbs
244993,I. Sankhon,22,64,Sint-Truidense VV,€625K,€3K,Right,5'10,159lbs
196353,C. Hussey,29,64,Cheltenham Town,€350K,€3K,Left,5'10,143lbs
201986,R. Atassi,27,64,AS Béziers,€450K,€1K,Left,6'0,179lbs
216322,J. Hiwula,23,64,Coventry City,€650K,€3K,Right,5'10,168lbs
224770,S. Kashket,22,64,Wycombe Wanderers,€800K,€2K,Left,5'9,146lbs
225026,E. Björkander,22,64,GIF Sundsvall,€600K,€1K,Right,6'0,161lbs
243714,E. Abedini,19,64,FC Lugano,€875K,€1K,Right,6'3,168lbs
201219,D. Giorico,26,64,Carpi,€525K,€1K,Right,5'10,154lbs
229379,L. de la Torre,20,64,Fulham,€800K,€8K,Left,5'10,150lbs
230403,Peixotacinho,34,64,Bahia,€140K,€3K,Right,6'2,183lbs
231171,N. Hazazi,25,64,Al Qadisiyah,€450K,€4K,Right,5'9,154lbs
232963,T. Kanamori,24,64,Kashima Antlers,€625K,€3K,Right,5'7,163lbs
244739,E. Moreno,24,64,Deportivo Pasto,€600K,€1K,Left,5'9,150lbs
199684,P. Malarczyk,26,64,Korona Kielce,€450K,€1K,Right,6'2,176lbs
212484,W. Burns,23,64,Fleetwood Town,€600K,€2K,Right,5'8,150lbs
220676,V. Bergan,23,64,Odds BK,€600K,€1K,Right,6'4,187lbs
233732,D. Okereke,20,64,Spezia,€825K,€1K,Right,6'0,165lbs
241924,W. Vorsager,21,64,FC Admira Wacker Mödling,€600K,€2K,Right,6'2,172lbs
177668,A. Bischoff,31,64,FC Hansa Rostock,€375K,€1K,Right,5'10,161lbs
209413,M. Matras,27,64,Zagłębie Lubin,€425K,€2K,Right,6'4,194lbs
220421,H. Kamara,24,64,Stade de Reims,€600K,€4K,Left,5'6,148lbs
228357,K. Soni,20,64,Girona FC,€1M,€4K,Left,6'0,168lbs
228613,F. Al Masrahi,25,64,Al Qadisiyah,€400K,€3K,Left,5'11,203lbs
230917,Adrián Gómez,24,64,Albacete BP,€600K,€2K,Right,5'11,165lbs
239365,A. Petre,20,64,Esbjerg fB,€750K,€2K,Right,6'2,172lbs
190981,M. Bakenga,25,64,Tromsø IL,€575K,€1K,Right,5'11,170lbs
206598,D. Berntsen,25,64,Tromsø IL,€575K,€1K,Left,5'9,143lbs
232454,Y. Hiraoka,32,64,Vegalta Sendai,€260K,€1K,Right,6'0,154lbs
234502,K. Enghardt,26,64,Randers FC,€450K,€3K,Left,6'1,183lbs
177414,T. Pope,32,64,Port Vale,€350K,€4K,Right,6'3,190lbs
244742,A. Ivan,23,64,New York Red Bulls,€625K,€2K,Left,5'10,165lbs
218887,O. Custodio,23,64,FC Luzern,€650K,€3K,Right,5'10,168lbs
229127,J. Teunckens,20,64,Royal Antwerp FC,€600K,€1K,Right,6'2,187lbs
229895,D. Donohue,24,64,Portsmouth,€450K,€2K,Left,5'11,157lbs
235527,E. Oti Essigba,21,64,Esbjerg fB,€725K,€2K,Left,5'7,143lbs
190983,R. Kiernan,27,64,Southend United,€375K,€2K,Right,6'1,170lbs
217096,J. Lumley,23,64,Queens Park Rangers,€525K,€2K,Right,6'3,161lbs
223752,M. Torres,22,64,Atlético Bucaramanga,€700K,€1K,Right,6'0,165lbs
228616,D. Bertaud,20,64,Montpellier HSC,€650K,€3K,Right,5'11,187lbs
232456,K. Oiwa,28,64,Vegalta Sendai,€375K,€1K,Right,6'0,172lbs
233736,J. Ramírez,20,64,Atlético Nacional,€850K,€1K,Left,6'0,168lbs
238344,Pablo Fernández,21,64,Real Sporting de Gijón,€675K,€2K,Right,6'4,187lbs
187144,Cho Soo Hyuk,31,64,Ulsan Hyundai FC,€270K,€2K,Right,6'2,168lbs
192264,Z. Jovanovic,31,64,Trelleborgs FF,€400K,€1K,Left,5'7,128lbs
215817,D. Islamovic,24,64,Östersunds FK,€650K,€1K,Left,6'3,194lbs
224009,E. Ekpolo,23,64,BK Häcken,€500K,€1K,Right,5'11,161lbs
226057,D. Wynne,23,64,Colorado Rapids,€500K,€2K,Left,5'10,165lbs
234249,S. Surridge,19,64,Oldham Athletic,€850K,€7K,Right,6'3,170lbs
236553,E. Huth,21,64,1. FC Kaiserslautern,€750K,€1K,Right,6'1,172lbs
241929,E. Pereyra,19,64,San Lorenzo de Almagro,€875K,€2K,Left,5'8,152lbs
138251,R. Foster,32,64,St. Johnstone FC,€250K,€2K,Right,5'9,161lbs
209675,J. Donacien,24,64,Ipswich Town,€500K,€1K,Right,6'0,165lbs
169483,X. Tomas,32,64,Red Star FC,€260K,€2K,Right,6'4,183lbs
236043,D. Batty,20,64,Hull City,€900K,€4K,Right,5'10,161lbs
225036,R. Steer,36,64,Once Caldas,€160K,€1K,Right,6'0,174lbs
230412,Mateus Couteira,34,64,Paraná,€140K,€4K,Right,5'10,165lbs
231436,G. Diangana,20,64,West Ham United,€1M,€10K,Left,5'9,161lbs
240908,F. Aksoy,20,64,Beşiktaş JK,€675K,€6K,Right,6'2,172lbs
193804,M. Tootle,27,64,Notts County,€375K,€4K,Right,5'8,170lbs
212237,D. Wein,24,64,TSV 1860 München,€500K,€2K,Right,6'1,179lbs
214285,M. Bravo,25,64,San Luis de Quillota,€475K,€1K,Left,5'8,159lbs
167437,D. Stroh-Engel,32,64,Karlsruher SC,€350K,€2K,Right,6'6,207lbs
237581,D. Orgill,28,64,Wolfsberger AC,€475K,€4K,Right,6'0,179lbs
211982,N. Neidhart,23,64,VfL Sportfreunde Lotte,€525K,€1K,Right,5'10,150lbs
221710,J. Ockford,26,64,San Jose Earthquakes,€450K,€2K,Right,6'1,183lbs
224270,B. Gschweidl,22,64,Wolfsberger AC,€600K,€3K,Right,5'10,161lbs
229646,S. Yohou,26,64,Paris FC,€450K,€2K,Right,6'3,190lbs
239886,E. Pantelakis,23,64,Panathinaikos FC,€575K,€1K,Right,6'2,183lbs
238863,Marcel,25,64,Portimonense SC,€500K,€2K,Right,6'2,174lbs
239119,L. Leahy,25,64,Walsall,€450K,€2K,Left,5'10,161lbs
177679,D. Vržogić,28,64,SV Meppen,€350K,€1K,Left,5'11,150lbs
244751,S. Coulibaly,23,64,Dijon FCO,€550K,€3K,Right,6'4,174lbs
226576,A. Rodríguez,25,64,Independiente Santa Fe,€600K,€11K,Right,5'9,163lbs
228624,M. Khubrani,24,64,Al Qadisiyah,€500K,€4K,Right,5'11,150lbs
163856,C. Dagnall,32,64,Bury,€350K,€4K,Right,5'8,165lbs
230416,Vasquão Junior,30,64,Atlético Paranaense,€325K,€3K,Right,6'2,190lbs
241680,F. Björkén,27,64,IF Brommapojkarna,€425K,€1K,Right,5'11,154lbs
224017,J. Williams,22,64,Rochdale,€600K,€1K,Right,6'0,170lbs
239121,H. Al Ghaddioui,27,64, SSV Jahn Regensburg,€475K,€3K,Right,6'3,203lbs
181521,S. Saunders,34,64,Wycombe Wanderers,€220K,€2K,Right,5'8,154lbs
200210,A. Sarcevic,26,64,Plymouth Argyle,€525K,€3K,Right,6'0,157lbs
221970,P. Zieliński,27,64,Miedź Legnica,€375K,€1K,Right,5'10,174lbs
230674,F. Alastra,20,64,Palermo,€600K,€1K,Right,6'1,174lbs
235026,O. Richards,19,64,Reading,€875K,€3K,Left,5'7,152lbs
242450,Y. Andia,25,64,Unión La Calera,€550K,€1K,Right,5'9,157lbs
182802,Wang Yun,35,64,Shanghai Greenland Shenhua FC,€190K,€3K,Right,5'9,165lbs
197907,M. Sansores,27,64,Monarcas Morelia,€525K,€3K,Right,5'9,161lbs
214035,J. Martínez,24,64,Envigado FC,€450K,€1K,Right,6'0,174lbs
237331,T. De Smet,20,64,KAA Gent,€675K,€3K,Left,6'0,152lbs
241171,A. Obispo,19,64,PSV,€875K,€1K,Left,6'1,174lbs
242451,J. Colman,19,64,Orlando City SC,€775K,€1K,Right,5'6,157lbs
49939,A. Nef,36,64,FC Zürich,€60K,€2K,Right,6'3,194lbs
200980,S. Lawless,27,64,Livingston FC,€375K,€2K,Left,5'7,143lbs
217620,A. Seck,26,64,Royal Antwerp FC,€475K,€3K,Right,6'4,209lbs
226580,S. Saucedo,21,64,Real Salt Lake,€725K,€2K,Right,5'7,146lbs
236308,R. Marchizza,20,64,Crotone,€900K,€6K,Left,6'2,176lbs
242708,M. Adams,21,64,Chicago Fire,€675K,€1K,Right,5'6,165lbs
192020,C. Orrantía,27,64,Santos Laguna,€425K,€4K,Right,5'9,139lbs
